orth,pron,pattern,nphon,v_lec,v_lec_freq,v_lec_nh,v_lec_nh_freq,v_psum,v_pskew,v_pkurt,v_psd,v_pfwsum,v_psum_nh,v_pskew_nh,v_pkurt_nh,v_psd_nh,v_pfwsum_nh,a_denb,a_denb_freq,a_denb_nh,a_denb_nh_freq,a_dena,a_dena_freq,a_dena_nh,a_dena_nh_freq,a_dena_hfn,a_dena_hfn_nh,a_denb_hfn,a_denb_hfn_nh,a_psum,a_pskew,a_pkurt,a_psd,a_pfwsum,a_psum_nh,a_pskew_nh,a_pkurt_nh,a_psd_nh,a_pfwsum_nh,a_wt_psum,a_wt_pskew,a_wt_pkurt,a_wt_psd,a_wt_pfwsum,a_wt_psum_nh,a_wt_pskew_nh,a_wt_pkurt_nh,a_wt_psd_nh,a_wt_pfwsum_nh
love,lʌv,CVC,3,12,8.2492,10,8.1130,11.5594,7.9602,83.2854,0.0222,98.7450,10.6338,7.6180,75.1443,0.0236,91.3433,14,9.1529,13,9.3823,9,8.7656,9,8.7656,0,0,1,1,55.6963,9.2964,144.6388,0.0163,444.0247,49.2706,9.0512,138.0042,0.0163,396.5335,25.9778,6.3219,67.0590,0.0238,217.1562,23.0878,6.1993,63.0610,0.0250,195.6532
mead,mid,CVC,3,20,8.7120,15,8.8647,34.4090,6.9827,56.2358,0.0802,294.3546,27.0198,7.3837,64.3882,0.0740,238.7038,31,8.8832,22,9.7909,30,8.7100,21,8.7100,22,18,23,19,20.9992,17.4463,421.7411,0.0135,171.4780,17.2254,17.3463,442.7743,0.0118,146.1015,12.2959,10.6952,148.2975,0.0243,101.9881,9.7483,11.0445,171.5418,0.0207,85.4433
meek,mik,CVC,3,20,8.9260,16,9.5038,25.1931,8.5115,89.1348,0.0644,216.5577,20.3771,8.3748,88.9618,0.0592,182.6566,28,8.4304,19,9.1363,27,8.2211,18,8.2211,17,13,18,14,19.4114,17.4393,484.3708,0.0113,158.7331,16.3462,16.5421,462.7222,0.0102,136.0198,11.7398,10.4884,169.6022,0.0203,97.5274,9.6784,9.8080,163.9711,0.0181,82.1938
meal,mil,CVC,3,20,8.8525,16,9.4119,29.3796,7.1953,65.5083,0.0659,253.1852,23.2321,7.4841,71.0057,0.0615,208.9263,36,8.5772,28,8.7143,33,8.4430,25,8.4430,12,9,13,10,20.1848,18.8852,504.5051,0.0131,167.7136,16.6545,19.4601,543.8677,0.0123,141.0207,11.0488,11.1384,182.2265,0.0206,91.9044,8.8134,10.7761,184.5359,0.0181,74.9043
mean,min,CVC,3,20,8.6950,16,9.2150,30.4169,6.8502,58.6912,0.0682,262.6612,24.1952,6.9950,61.3781,0.0635,217.4181,26,9.6427,21,9.8967,24,9.3688,19,9.3688,3,3,4,4,17.0331,17.6296,480.9987,0.0100,143.2063,14.3529,19.3097,555.2445,0.0099,123.4361,9.5765,10.0430,165.3452,0.0161,82.2682,7.9207,11.0555,192.2077,0.0161,69.9920
meat,mit,CVC,3,19,8.4884,15,8.6413,33.6969,7.2711,60.3761,0.0814,284.7864,26.8881,7.5138,65.1587,0.0761,235.2313,31,8.7158,25,9.1836,27,8.5233,22,8.5233,9,9,11,11,20.9651,17.3196,417.4972,0.0132,170.7761,17.9710,18.1487,455.2745,0.0130,149.6520,12.7664,10.3078,151.1357,0.0227,105.1397,11.0009,10.5225,151.4124,0.0235,92.8225
meet,mit,CVC,3,19,8.4884,15,8.6413,33.6969,7.2711,60.3761,0.0814,284.7864,26.8881,7.5138,65.1587,0.0761,235.2313,31,8.7158,25,9.1836,27,8.5233,22,8.5233,2,2,3,3,20.9651,17.3196,417.4972,0.0132,170.7761,17.9710,18.1487,455.2745,0.0130,149.6520,12.7664,10.3078,151.1357,0.0227,105.1397,11.0009,10.5225,151.4124,0.0235,92.8225
match,mæt∫,CVC,3,8,8.6963,8,8.6963,15.7225,12.2324,172.2797,0.0528,133.0853,14.1748,11.6949,155.0202,0.0562,122.1250,21,8.7781,20,8.8090,20,8.8025,19,8.8025,2,2,2,2,16.8079,16.5696,347.5405,0.0113,136.5497,15.1616,16.1439,333.0180,0.0113,124.3959,10.2277,9.2278,102.5723,0.0208,86.9076,9.2866,8.7916,94.4760,0.0211,79.8693
mash,mæ∫,CVC,3,8,9.0813,8,9.0813,16.7602,11.7015,158.5125,0.0537,144.1748,15.0077,11.2449,143.7274,0.0569,131.7125,26,8.3785,24,8.3092,23,8.4817,21,8.4817,18,16,20,18,16.8082,17.7450,404.0009,0.0121,134.7503,15.2460,17.6292,398.5415,0.0123,123.1016,9.9917,10.1313,127.5039,0.0220,82.9713,9.1151,9.9039,122.2561,0.0228,76.2926
mad,mæd,CVC,3,39,8.4644,31,8.8832,42.8628,5.5935,36.3678,0.0908,371.1803,34.7308,5.6924,37.8079,0.0861,313.6667,33,8.8773,27,9.4148,29,8.8648,24,8.8648,10,10,12,11,24.0984,12.7522,257.5897,0.0121,193.6918,20.8887,13.8219,302.5123,0.0118,170.7327,13.1850,8.2589,100.8093,0.0211,111.6111,11.6210,8.5078,106.6841,0.0214,100.8406
mag,mæg,CVC,3,43,9.1063,36,9.4089,31.5820,6.8877,56.4014,0.0753,280.4912,27.5408,6.8712,54.6949,0.0785,251.5317,24,8.5783,23,8.5965,24,8.5783,23,8.5783,10,10,10,10,22.1747,17.1010,442.7757,0.0119,177.1432,19.8227,17.2671,441.4159,0.0122,160.1394,12.4622,10.2785,143.9323,0.0223,104.8122,11.2555,10.0556,135.5205,0.0234,96.2060
mack,mæk,CVC,3,43,9.1407,36,9.4500,32.3815,6.8706,55.7609,0.0774,289.0643,28.2574,6.8501,54.0068,0.0806,259.5215,36,8.7311,31,9.1513,32,8.8069,28,8.8069,19,18,22,21,26.1022,16.3538,352.5404,0.0170,212.3643,23.2909,16.4049,363.7078,0.0167,191.2866,15.0672,9.7169,117.9669,0.0310,128.7883,13.5910,9.4729,113.9472,0.0313,117.9849
ma'am,mæm,CVC,3,8,8.1175,8,8.1175,9.7915,13.9146,213.5995,0.0461,80.4964,9.3418,12.9988,185.8345,0.0494,77.2045,31,8.7765,28,8.9146,29,8.7017,26,8.7017,25,23,26,24,19.3225,20.7640,655.8759,0.0116,159.2844,17.1736,20.9712,649.1561,0.0120,143.4699,10.3004,11.7776,217.6003,0.0190,90.2209,9.1482,11.7394,209.8344,0.0198,81.7693
man,mæn,CVC,3,43,9.0365,36,9.3256,39.5363,5.3386,33.0622,0.0831,348.8669,32.6750,5.5562,36.3250,0.0813,299.1623,35,9.7354,29,10.0238,29,9.8228,25,9.8228,2,2,3,3,22.6348,16.2412,410.5550,0.0124,187.3301,19.6673,17.3989,459.9645,0.0123,165.3837,11.5670,10.6641,182.3397,0.0199,100.7776,10.0702,11.1653,196.2451,0.0201,89.7024
map,mæp,CVC,3,8,7.6725,8,7.6725,10.8837,13.7131,209.3399,0.0461,86.8261,10.2740,12.8222,182.3384,0.0494,82.3729,27,8.4952,25,8.5056,25,8.4692,23,8.4692,3,3,3,3,25.7476,17.4180,400.1278,0.0172,207.4941,23.1974,17.1697,395.0264,0.0171,188.5914,14.9820,10.3405,132.2157,0.0316,126.1185,13.5923,10.0317,127.1247,0.0319,115.6968
mass,mæs,CVC,3,39,8.4479,31,8.8626,37.5732,5.6142,35.6440,0.0808,325.0764,30.4664,5.8813,39.6778,0.0775,273.6881,32,8.5563,28,8.8943,24,8.7075,22,8.7075,4,4,4,4,25.9871,14.9164,298.1820,0.0158,210.9235,23.0893,14.9094,305.2811,0.0155,190.4856,14.5400,9.1427,106.6332,0.0279,123.6759,13.1486,8.8122,101.0438,0.0283,113.3633
mat,mæt,CVC,3,38,8.4632,31,8.8719,41.6799,5.5806,35.3001,0.0897,361.6890,34.3819,5.8206,38.7027,0.0877,310.8032,38,9.0600,35,9.2337,31,9.2297,29,9.2297,21,20,24,23,26.4649,16.7983,393.4722,0.0167,217.7814,23.9348,16.6914,381.0282,0.0173,199.2637,15.9519,9.6738,122.6965,0.0313,137.3998,14.6527,9.3133,112.0103,0.0331,127.9641
Matt,mæt,CVC,3,38,8.4632,31,8.8719,41.6799,5.5806,35.3001,0.0897,361.6890,34.3819,5.8206,38.7027,0.0877,310.8032,38,9.0600,35,9.2337,31,9.2297,29,9.2297,11,11,12,12,26.4649,16.7983,393.4722,0.0167,217.7814,23.9348,16.6914,381.0282,0.0173,199.2637,15.9519,9.6738,122.6965,0.0313,137.3998,14.6527,9.3133,112.0103,0.0331,127.9641
math,mæθ,CVC,3,4,8.5925,4,8.5925,12.4160,15.2079,287.0186,0.0402,108.0277,10.7518,14.9446,269.1268,0.0424,95.9697,20,8.6720,19,8.6989,20,8.6720,19,8.6720,7,7,7,7,30.3382,17.8120,431.1891,0.0190,246.9883,27.0205,17.0994,406.9290,0.0185,222.4916,17.8724,10.2858,132.1257,0.0360,151.9773,16.0554,9.7057,120.8106,0.0356,138.3720
mouse,maʊs,CVC,3,4,6.2750,3,7.1800,10.7142,16.2916,302.4912,0.0348,83.8645,8.6230,16.8231,329.7191,0.0319,71.4371,14,8.0321,13,8.1877,14,8.0321,13,8.0321,1,1,1,1,18.5719,20.8798,754.2598,0.0102,150.2208,16.5220,21.2658,757.9964,0.0104,135.9381,10.5235,13.0472,262.1610,0.0189,88.0326,9.4963,12.7705,245.3659,0.0198,80.7133
mouth,maʊθ,CVC,3,0,,0,,2.9030,7.8639,70.7405,0.0068,23.9712,2.4722,7.8393,69.4420,0.0069,21.2544,6,8.7733,6,8.7733,6,8.7733,6,8.7733,2,2,2,2,21.4115,18.1792,609.0785,0.0107,173.5357,19.0635,18.5276,614.9097,0.0110,156.5661,12.2296,11.5758,222.9076,0.0195,102.1660,10.9904,11.5105,214.7223,0.0203,93.2413
mob,mɑb,CVC,3,11,8.6227,10,8.7530,11.8381,12.8409,175.0336,0.0573,99.2640,10.6796,12.6535,171.1173,0.0581,91.1033,16,7.9294,15,8.2380,13,8.2046,13,8.2046,5,5,6,6,22.6948,16.3080,396.7407,0.0121,176.4872,19.8805,16.2147,410.5393,0.0116,156.5484,11.6853,10.1700,173.3174,0.0177,95.6128,10.4338,10.1562,168.9924,0.0184,86.9718
mock,mɑk,CVC,3,23,7.2952,19,7.6853,23.3873,9.2058,99.8462,0.0658,183.9296,19.7547,9.2808,101.2209,0.0646,160.6061,30,8.2397,28,8.3036,25,8.2492,23,8.2492,14,13,16,15,27.3296,14.2091,295.6941,0.0151,217.7117,24.6105,14.3939,297.6222,0.0154,198.2018,15.4953,8.8524,110.8372,0.0264,129.0699,13.9814,8.8247,107.8864,0.0274,118.3193
moll,mɑl,CVC,3,21,7.3676,18,7.7000,24.7808,8.9975,105.3711,0.0601,200.5016,20.1236,8.5709,101.2894,0.0544,171.5515,20,8.2680,17,8.6135,17,8.2982,15,8.2982,14,13,16,15,29.0580,21.4157,657.5665,0.0178,236.8724,24.7264,19.8914,598.5232,0.0164,206.2707,14.9116,13.9518,252.5736,0.0316,125.0574,12.4643,13.1998,243.1107,0.0285,108.0757
mom,mɑm,CVC,3,11,8.5555,10,8.6790,10.9703,12.8519,174.6799,0.0573,91.2736,9.8459,12.5682,168.4692,0.0570,83.2345,17,8.1841,16,8.2381,15,8.0560,14,8.0560,2,2,3,3,20.3065,18.1032,479.5207,0.0111,163.9825,17.9850,18.2955,476.2557,0.0114,147.1157,10.9490,10.9254,171.9173,0.0189,92.6441,9.6519,10.8780,165.6347,0.0197,83.3580
mop,mɑp,CVC,3,11,8.8364,10,8.9880,11.7822,12.8474,175.3699,0.0574,100.4298,10.6677,12.6572,171.2213,0.0585,92.5734,19,8.1132,19,8.1132,16,8.3319,16,8.3319,12,12,13,13,26.6354,14.1236,301.5730,0.0142,211.2712,23.9939,14.3391,306.2905,0.0145,192.3664,14.9939,8.6350,114.4225,0.0242,124.5323,13.5608,8.6537,113.4123,0.0250,114.3220
mar,mɑr,CVC,3,9,7.7211,7,8.2043,16.9770,12.7418,183.4535,0.0566,135.8000,13.3244,13.8368,222.6788,0.0506,112.2369,29,8.9552,27,9.1548,20,8.6565,18,8.6565,3,3,7,7,30.9462,16.0475,388.1630,0.0182,253.4635,26.5030,16.7417,412.5050,0.0183,221.2914,14.2098,13.0443,242.3896,0.0277,121.3084,12.0438,13.6138,257.4173,0.0281,105.6097
made,med,CVC,3,38,8.4195,31,8.7955,42.9045,5.5492,34.5271,0.0933,364.3224,34.3167,5.8681,39.2447,0.0883,303.0756,37,8.2424,27,8.8544,29,8.2845,21,8.2845,1,1,2,2,28.8540,12.3032,198.8145,0.0155,231.2808,23.3580,12.7579,226.6425,0.0133,193.1468,15.4978,7.6412,73.5217,0.0243,128.6981,12.5025,7.5870,78.7047,0.0207,107.7690
maid,med,CVC,3,38,8.4195,31,8.7955,42.9045,5.5492,34.5271,0.0933,364.3224,34.3167,5.8681,39.2447,0.0883,303.0756,37,8.2424,27,8.8544,29,8.2845,21,8.2845,19,17,23,21,28.8540,12.3032,198.8145,0.0155,231.2808,23.3580,12.7579,226.6425,0.0133,193.1468,15.4978,7.6412,73.5217,0.0243,128.6981,12.5025,7.5870,78.7047,0.0207,107.7690
make,mek,CVC,3,43,9.0130,36,9.2975,31.3772,6.0154,42.2116,0.0715,272.5415,26.1663,6.2598,45.8071,0.0709,234.7239,32,8.8669,26,9.1338,29,8.6897,23,8.6897,0,0,1,1,26.4724,12.6116,236.1572,0.0136,214.9254,23.0712,13.2246,253.8663,0.0137,190.2946,14.9500,7.7159,88.1866,0.0228,124.5330,13.0465,7.9335,91.2115,0.0233,110.5196
mail,mel,CVC,3,42,8.9826,36,9.3167,37.9800,6.0739,44.2776,0.0835,325.3937,29.7859,6.0739,46.2591,0.0744,268.5690,53,8.1800,37,8.6995,46,8.0789,32,8.0789,2,2,3,3,29.5095,12.9062,229.3205,0.0166,239.6300,23.8249,14.6063,296.3093,0.0153,199.4016,15.4861,7.3506,73.9878,0.0252,127.5853,12.3990,8.2983,94.6244,0.0240,105.5832
male,mel,CVC,3,42,8.9826,36,9.3167,37.9800,6.0739,44.2776,0.0835,325.3937,29.7859,6.0739,46.2591,0.0744,268.5690,53,8.1800,37,8.6995,46,8.0789,32,8.0789,4,4,5,5,29.5095,12.9062,229.3205,0.0166,239.6300,23.8249,14.6063,296.3093,0.0153,199.4016,15.4861,7.3506,73.9878,0.0252,127.5853,12.3990,8.2983,94.6244,0.0240,105.5832
maim,mem,CVC,3,8,8.2100,8,8.2100,8.7133,13.3058,198.1381,0.0388,71.3577,8.2540,12.4374,172.5023,0.0415,67.9935,29,9.3797,23,9.8152,26,9.3965,20,9.3965,26,20,28,22,22.8645,18.3942,452.8594,0.0152,189.8749,18.4142,18.7464,505.2293,0.0127,157.3282,13.0834,11.2187,156.9353,0.0277,113.4817,10.1806,11.7457,188.1756,0.0227,92.2849
main,men,CVC,3,41,9.1412,36,9.3517,38.4871,5.7558,39.1544,0.0837,338.9466,31.5048,5.8121,40.5774,0.0795,287.9162,44,8.6500,30,9.4580,39,8.6485,26,8.6485,7,7,8,8,25.8481,14.7387,309.5123,0.0145,212.4761,21.1937,16.3826,393.6177,0.0133,179.3661,14.0562,8.9703,113.3472,0.0243,120.4238,11.4117,10.1365,144.5292,0.0231,101.3786
Maine,men,CVC,3,41,9.1412,36,9.3517,38.4871,5.7558,39.1544,0.0837,338.9466,31.5048,5.8121,40.5774,0.0795,287.9162,44,8.6500,30,9.4580,39,8.6485,26,8.6485,19,18,22,21,25.8481,14.7387,309.5123,0.0145,212.4761,21.1937,16.3826,393.6177,0.0133,179.3661,14.0562,8.9703,113.3472,0.0243,120.4238,11.4117,10.1365,144.5292,0.0231,101.3786
mane,men,CVC,3,41,9.1412,36,9.3517,38.4871,5.7558,39.1544,0.0837,338.9466,31.5048,5.8121,40.5774,0.0795,287.9162,44,8.6500,30,9.4580,39,8.6485,26,8.6485,33,24,37,28,25.8481,14.7387,309.5123,0.0145,212.4761,21.1937,16.3826,393.6177,0.0133,179.3661,14.0562,8.9703,113.3472,0.0243,120.4238,11.4117,10.1365,144.5292,0.0231,101.3786
mace,mes,CVC,3,39,8.5321,31,8.9684,39.0315,6.1446,42.9395,0.0894,335.9509,30.4905,6.3968,47.0458,0.0822,273.5120,36,9.2942,28,9.7346,31,9.1726,23,9.1726,24,20,29,25,28.1409,11.3000,176.7045,0.0144,231.7321,23.7800,12.2114,209.7232,0.0137,201.0158,15.8243,6.9924,63.9473,0.0245,134.8747,13.3730,7.4088,73.8843,0.0236,116.8290
mate,met,CVC,3,39,8.4962,31,8.9232,43.8834,5.7394,36.5125,0.0989,375.6973,34.1391,6.0241,40.7189,0.0906,305.8521,42,8.9519,29,9.4769,38,8.8576,26,8.8576,20,17,23,19,28.5301,12.0332,207.9123,0.0151,236.1555,24.2701,13.1791,244.6249,0.0147,205.0179,16.8913,7.1059,71.4233,0.0261,144.6149,14.3039,7.7103,82.3365,0.0260,125.3461
maize,mez,CVC,3,37,8.5949,31,8.9158,40.3762,5.8936,39.2985,0.0905,348.1371,32.8134,6.1766,43.3782,0.0874,292.3498,38,7.9942,22,9.0364,31,8.0674,18,8.0674,24,15,28,18,28.2118,11.5993,185.5678,0.0137,230.1241,22.9844,12.5372,229.0191,0.0122,191.9929,15.9460,6.8571,59.5200,0.0230,134.0550,12.7471,7.0681,66.6563,0.0202,110.0504
Mays,mez,CVC,3,37,8.5949,31,8.9158,40.3762,5.8936,39.2985,0.0905,348.1371,32.8134,6.1766,43.3782,0.0874,292.3498,38,7.9942,22,9.0364,31,8.0674,18,8.0674,21,15,24,17,28.2118,11.5993,185.5678,0.0137,230.1241,22.9844,12.5372,229.0191,0.0122,191.9929,15.9460,6.8571,59.5200,0.0230,134.0550,12.7471,7.0681,66.6563,0.0202,110.0504
maze,mez,CVC,3,37,8.5949,31,8.9158,40.3762,5.8936,39.2985,0.0905,348.1371,32.8134,6.1766,43.3782,0.0874,292.3498,38,7.9942,22,9.0364,31,8.0674,18,8.0674,10,9,12,11,28.2118,11.5993,185.5678,0.0137,230.1241,22.9844,12.5372,229.0191,0.0122,191.9929,15.9460,6.8571,59.5200,0.0230,134.0550,12.7471,7.0681,66.6563,0.0202,110.0504
mesh,mɛ∫,CVC,3,8,9.0575,8,9.0575,16.9870,9.3657,105.0660,0.0464,144.4172,15.0340,9.1304,97.4824,0.0490,130.4097,8,9.0500,8,9.0500,8,9.0500,8,9.0500,6,6,6,6,17.5301,16.6370,435.2563,0.0089,141.5622,15.6419,16.7700,429.7632,0.0092,128.0366,10.0813,10.3108,150.8242,0.0164,84.8991,9.1636,9.9192,137.1154,0.0174,78.1133
Meg,mɛg,CVC,3,43,9.0828,36,9.3808,33.5328,6.3765,48.9096,0.0762,294.6030,28.9184,6.4538,48.9104,0.0786,261.2812,13,8.7100,13,8.7100,12,8.6350,12,8.6350,2,2,2,2,25.8974,11.4440,200.5953,0.0113,208.0653,22.4570,11.9637,226.7993,0.0109,183.8064,13.7922,7.8926,93.3712,0.0182,116.7018,12.1980,7.9682,92.8452,0.0189,105.2374
Mel,mɛl,CVC,3,43,9.1256,36,9.4319,40.5252,5.4428,35.6952,0.0826,356.4467,32.5118,5.4515,36.3486,0.0767,297.6655,36,8.8658,29,9.1617,28,9.2829,24,9.2829,19,17,21,19,29.9186,12.7219,233.7866,0.0148,244.6593,25.2411,13.6105,264.2447,0.0145,209.7351,15.4278,8.5476,99.9943,0.0245,132.6680,12.9980,8.9078,108.0754,0.0245,113.6059
men,mɛn,CVC,3,43,9.0516,36,9.3436,42.3845,5.2821,32.4569,0.0873,373.0914,34.6570,5.4496,35.2837,0.0839,316.6843,29,9.4410,27,9.5952,26,9.5650,24,9.5650,4,4,4,4,26.6073,12.6832,223.1540,0.0130,220.9207,22.7594,13.0574,241.6391,0.0124,192.9909,13.6239,7.4180,71.2806,0.0202,119.7793,11.5768,6.9360,64.0407,0.0189,104.5343
mare,mɛr,CVC,3,8,7.5375,5,7.5560,21.8948,11.1043,150.8117,0.0570,185.7536,16.6545,11.5186,183.2681,0.0458,146.7269,41,9.2632,27,9.8530,34,9.6053,24,9.6053,29,22,32,24,28.7324,13.3575,270.9682,0.0142,235.1973,23.5021,14.5449,329.0670,0.0131,195.9368,14.5926,8.6215,109.6600,0.0227,128.0058,12.0504,9.3329,127.2091,0.0222,107.6732
mess,mɛs,CVC,3,39,8.4721,31,8.8929,39.9685,5.0963,28.7925,0.0816,345.6115,32.2957,5.3779,32.4075,0.0785,289.4004,23,8.8630,22,8.9927,21,8.9729,20,8.9729,9,9,9,9,29.7072,11.3495,179.4013,0.0145,241.3300,26.1709,11.7238,188.0032,0.0147,216.9918,16.2756,7.2699,70.0344,0.0245,139.1617,14.6889,7.1044,65.9011,0.0257,127.5061
met,mɛt,CVC,3,39,8.4479,31,8.8626,45.1383,5.1031,29.1207,0.0928,390.0077,36.3550,5.4046,33.2249,0.0889,326.8143,33,9.2555,29,9.5400,29,9.3645,25,9.3645,8,8,9,9,30.2614,12.2594,207.6368,0.0157,248.5966,26.6627,12.5238,214.6636,0.0158,222.3929,18.0635,7.0415,65.4970,0.0283,155.6402,16.0617,7.0291,65.1084,0.0290,140.7304
merge,mɝdʒ,CVC,3,6,8.0617,6,8.0617,10.5203,14.4271,244.2065,0.0400,82.1551,9.4999,13.7510,219.0542,0.0425,75.1805,11,6.7936,10,6.7910,8,6.6863,7,6.6863,1,1,2,2,18.9685,14.1881,318.3143,0.0087,149.6263,16.5492,14.9402,342.0265,0.0088,132.6090,10.7363,7.2548,82.1014,0.0137,87.2945,9.3327,7.6201,89.0274,0.0138,77.4022
murk,mɝk,CVC,3,9,8.4322,7,8.6600,14.8761,12.3869,188.5799,0.0458,118.5005,12.0864,12.9808,214.5083,0.0423,99.4792,18,7.8161,18,7.8161,15,8.3313,15,8.3313,11,11,11,11,24.9257,15.8807,420.0492,0.0127,198.1657,22.4079,15.7492,403.1566,0.0132,180.1279,14.4339,9.9520,157.7613,0.0225,119.2540,13.0795,9.6162,144.3450,0.0238,109.5580
mirth,mɝθ,CVC,3,2,8.0150,1,10.0600,6.7907,22.7140,582.5615,0.0330,55.1108,5.1381,25.8735,814.7633,0.0265,44.5123,13,8.1008,12,8.2783,11,8.1482,10,8.1482,9,8,10,9,30.1262,13.9570,324.3545,0.0143,240.4601,26.6925,14.2179,325.8422,0.0147,216.0954,17.4524,8.0444,106.8826,0.0245,144.2410,15.6004,7.9974,102.6367,0.0256,130.9505
Mitch,mɪt∫,CVC,3,7,7.3057,6,7.4850,14.6079,12.3661,173.1401,0.0521,119.2532,12.8099,12.2829,171.1484,0.0532,106.4940,19,8.4195,18,8.3872,18,8.5189,17,8.5189,11,10,11,10,18.8230,17.8026,444.0737,0.0115,150.4088,16.9711,17.7324,431.1641,0.0119,137.3838,11.4061,10.4040,138.8041,0.0217,94.2722,10.4016,10.0006,126.1474,0.0230,86.9273
miff,mɪf,CVC,3,6,8.3233,5,8.3240,7.0509,14.1304,241.7502,0.0284,57.7635,5.9564,14.5047,249.9900,0.0290,49.2041,13,7.9131,13,7.9131,11,7.4809,11,7.4809,11,11,13,13,33.4708,18.4755,563.1930,0.0182,269.3804,30.0552,18.5672,555.3405,0.0187,245.4081,18.8467,12.1854,219.6365,0.0324,156.9729,17.1695,11.7237,199.8225,0.0343,144.7816
midge,mɪdʒ,CVC,3,7,7.7071,6,7.9533,16.9077,10.5340,136.6217,0.0483,141.4543,14.6398,10.5657,136.3120,0.0494,124.9706,9,7.9078,9,7.9078,9,7.9078,9,7.9078,7,7,7,7,20.1189,11.5242,203.1954,0.0086,161.6487,17.7784,11.9365,212.7415,0.0087,145.3601,11.3264,7.5399,78.7976,0.0150,94.1227,10.0555,7.5504,77.0240,0.0156,85.1972
Mike,maɪk,CVC,3,43,9.0558,36,9.3486,27.9515,6.8187,60.2819,0.0631,243.3377,24.5912,6.7365,57.3400,0.0661,219.4248,24,8.7563,23,8.8696,20,8.5040,19,8.5040,4,4,6,6,21.9815,17.4142,410.6756,0.0140,182.6217,19.2782,17.0003,399.8392,0.0136,162.2101,12.4714,9.8930,132.9126,0.0230,106.5454,10.8834,9.0948,117.3068,0.0218,94.6645
mill,mɪl,CVC,3,20,8.8670,16,9.4300,31.3723,6.6328,57.9848,0.0668,273.7810,25.6661,7.0735,65.4128,0.0658,232.3696,38,8.3505,34,8.4747,31,8.4255,28,8.4255,15,13,19,17,28.7937,13.9424,275.9914,0.0151,234.1341,24.8648,14.4604,291.3241,0.0152,205.1929,15.3363,8.7408,104.8787,0.0254,129.3889,13.1653,8.9707,108.9399,0.0259,112.9848
mile,maɪl,CVC,3,43,9.1056,36,9.4081,33.0134,6.1108,49.9493,0.0673,286.6284,27.3385,6.5092,56.7024,0.0666,245.7538,37,8.6941,30,9.0890,29,8.2862,24,8.2862,8,7,13,12,23.3164,16.9788,397.2906,0.0145,193.5534,19.7707,17.8630,425.4395,0.0146,167.2284,12.1126,10.4457,153.3230,0.0224,100.2761,10.2622,10.8806,162.2545,0.0228,86.6487
mime,maɪm,CVC,3,8,7.7925,8,7.7925,8.6143,12.4074,178.0794,0.0364,69.7902,8.1836,11.6411,155.9748,0.0389,66.6810,20,8.9150,17,9.3765,18,8.3661,15,8.3661,5,5,7,7,17.1049,20.2193,663.9159,0.0102,143.0305,14.7530,21.0922,696.0761,0.0103,125.7841,9.3730,13.3995,268.2825,0.0180,80.8662,8.0986,13.4626,260.8446,0.0188,71.5352
mine,maɪn,CVC,3,43,9.0540,36,9.3464,34.3377,5.5410,38.0492,0.0697,299.4849,28.8648,5.7645,41.0885,0.0699,260.0920,32,9.2366,26,9.7438,28,9.0982,23,9.0982,6,6,8,8,20.8104,18.3157,471.3983,0.0131,174.4406,17.6685,19.6510,537.9164,0.0128,151.5535,10.9486,12.4097,220.0788,0.0209,94.9305,9.2874,13.0525,234.0137,0.0212,82.6329
mere,mɪr,CVC,3,6,7.4783,5,7.3100,17.8463,12.1629,195.2960,0.0471,149.3446,14.1348,12.9041,227.9818,0.0427,121.0143,39,8.3777,31,8.6323,37,8.3754,29,8.3754,14,13,15,14,27.8320,16.4702,391.6188,0.0154,225.9446,23.5364,16.3549,390.9666,0.0147,194.5112,14.9691,10.6477,146.1917,0.0277,127.2549,12.5611,10.4865,144.0357,0.0267,109.1531
mire,maɪr,CVC,3,8,7.6888,5,7.7980,17.4533,10.5682,156.6197,0.0410,146.0642,14.0668,11.9472,207.2198,0.0382,121.2664,24,9.1075,22,9.3645,22,8.9877,20,8.9877,21,19,23,21,21.7890,16.6111,437.8595,0.0119,182.9151,18.5149,17.2910,457.4082,0.0121,158.4288,11.1502,10.4413,168.0285,0.0192,96.0545,9.5108,10.6399,169.6687,0.0198,83.7656
miss,mɪs,CVC,3,20,8.5665,15,8.6707,31.9951,6.3178,48.1125,0.0700,274.2411,25.9335,6.7155,55.0580,0.0676,227.6088,28,8.0421,25,8.3376,21,8.1838,20,8.1838,3,3,3,3,29.7728,15.3132,314.7275,0.0173,236.5764,26.1091,15.4374,330.7754,0.0165,212.7640,16.3088,9.2452,113.9948,0.0277,133.9609,14.7332,9.0611,109.5034,0.0287,122.7175
mice,maɪs,CVC,3,39,8.5015,31,8.9300,33.1442,5.8121,40.6733,0.0688,283.1399,27.2875,5.9716,42.7774,0.0673,240.8138,25,9.2068,22,9.5259,22,8.9964,19,8.9964,14,13,16,15,22.5189,16.1077,361.9862,0.0132,189.0029,19.4508,16.1718,369.0069,0.0128,166.5140,12.9274,9.6850,122.5849,0.0239,112.1851,11.2208,9.5673,122.5086,0.0233,99.4010
